Doctor_Name,Speciality,Clinic_Name,Clinic_Address,Clinic_City,Clinic_State,Clinic_Pincode,Doctor_Address,Doctor_City,Doctor_State,Doctor_Pincode
Dr. Deepa Nair,Physiotherapist,Nair Healthcare Clinic,"161, Colony Rajiv, Mumbai",Mumbai,Maharashtra,403078,"277, Lane Shastri, Mumbai",Mumbai,Maharashtra,401652
Dr. Sneha Pillai,Orthopedic Surgeon,Pillai Healthcare Clinic,"141, Enclave Fort, Mumbai",Mumbai,Maharashtra,402810,"424, Road Green, Mumbai",Mumbai,Maharashtra,406833
Dr. Kavita Iyer,Pediatrician,Iyer Healthcare Clinic,"173, Bazaar Fort, Patna",Patna,Bihar,803556,"324, Layout Garden, Patna",Patna,Bihar,803475
Dr. Aamir Beg,Neurologist,Beg Healthcare Clinic,"97, Colony Fort, Lucknow",Lucknow,Uttar Pradesh,222100,"166, Layout Hill, Lucknow",Lucknow,Uttar Pradesh,221496
Dr. Aamir Qureshi,Dermatologist,Qureshi Healthcare Clinic,"161, Enclave Garden, Coimbatore",Coimbatore,Tamil Nadu,648635,"430, Road Gandhi, Coimbatore",Coimbatore,Tamil Nadu,644483
Dr. Arvind Menon,Oncologist,Menon Healthcare Clinic,"153, Layout Central, Kochi",Kochi,Kerala,680807,"250, Road Central, Kochi",Kochi,Kerala,680237
Dr. Francis Carvalho,Gynecologist,Carvalho Healthcare Clinic,"28, Lane Rajiv, Kochi",Kochi,Kerala,682289,"136, Road Rajiv, Kochi",Kochi,Kerala,684952
Dr. Sneha Iyer,Physiotherapist,Iyer Healthcare Clinic,"240, Lane Gandhi, Delhi",Delhi,Delhi,119130,"90, Layout Central, Delhi",Delhi,Delhi,113957
Dr. Deepa Subramanian,Psychiatrist,Subramanian Healthcare Clinic,"224, Enclave Central, Coimbatore",Coimbatore,Tamil Nadu,644214,"226, Bazaar Gandhi, Coimbatore",Coimbatore,Tamil Nadu,647169
Dr. Deepa Pillai,Pulmonologist,Pillai Healthcare Clinic,"173, Enclave Green, Pune",Pune,Maharashtra,419132,"475, Nagar Green, Pune",Pune,Maharashtra,417670
Dr. Sunita Tripathi,Rheumatologist,Tripathi Healthcare Clinic,"55, Enclave Model, Surat",Surat,Gujarat,399504,"112, Colony Garden, Surat",Surat,Gujarat,394362
Dr. Deepa Iyer,Neurologist,Iyer Healthcare Clinic,"178, Sector Gandhi, Bengaluru",Bengaluru,Karnataka,563402,"453, Road Model, Bengaluru",Bengaluru,Karnataka,564088
Dr. Peter Rodrigues,Gynecologist,Rodrigues Healthcare Clinic,"277, Enclave Hill, Coimbatore",Coimbatore,Tamil Nadu,642964,"457, Road Lake, Coimbatore",Coimbatore,Tamil Nadu,647752
Dr. Prakash Murthy,Orthopedic Surgeon,Murthy Healthcare Clinic,"23, Layout Lake, Kolkata",Kolkata,West Bengal,701833,"353, Nagar Shastri, Kolkata",Kolkata,West Bengal,707235
Dr. Parveen Qureshi,Gastroenterologist,Qureshi Healthcare Clinic,"162, Lane Gandhi, Bhopal",Bhopal,Madhya Pradesh,464715,"411, Colony Gandhi, Bhopal",Bhopal,Madhya Pradesh,461467
Dr. Manjit Gill,Dermatologist,Gill Healthcare Clinic,"167, Nagar Rajiv, Patna",Patna,Bihar,800063,"368, Road Green, Patna",Patna,Bihar,803106
Dr. Amrit Sandhu,Endocrinologist,Sandhu Healthcare Clinic,"149, Road Model, Jaipur",Jaipur,Rajasthan,302627,"384, Bazaar Garden, Jaipur",Jaipur,Rajasthan,301522
Dr. Irfan Ansari,Cardiologist,Ansari Healthcare Clinic,"238, Colony Shastri, Mumbai",Mumbai,Maharashtra,407232,"204, Layout Central, Mumbai",Mumbai,Maharashtra,402575
Dr. Baljit Singh,Nephrologist,Singh Healthcare Clinic,"280, Enclave Lake, Chandigarh",Chandigarh,Chandigarh,161743,"29, Layout Model, Chandigarh",Chandigarh,Chandigarh,168854
Dr. Shabana Khan,Cardiologist,Khan Healthcare Clinic,"23, Sector Fort, Mumbai",Mumbai,Maharashtra,403468,"325, Colony Central, Mumbai",Mumbai,Maharashtra,408429
Dr. Parminder Bajwa,ENT Specialist,Bajwa Healthcare Clinic,"207, Enclave Hill, Lucknow",Lucknow,Uttar Pradesh,226769,"62, Lane Shastri, Lucknow",Lucknow,Uttar Pradesh,229056
Dr. Sana Khan,Psychiatrist,Khan Healthcare Clinic,"141, Bazaar Model, Lucknow",Lucknow,Uttar Pradesh,223608,"95, Road Fort, Lucknow",Lucknow,Uttar Pradesh,225795
Dr. Baljit Sidhu,Orthopedic Surgeon,Sidhu Healthcare Clinic,"152, Bazaar Model, Indore",Indore,Madhya Pradesh,455454,"62, Lane Central, Indore",Indore,Madhya Pradesh,458111
Dr. Ramesh Nair,Nephrologist,Nair Healthcare Clinic,"56, Lane Fort, Bhopal",Bhopal,Madhya Pradesh,469320,"346, Bazaar Central, Bhopal",Bhopal,Madhya Pradesh,469278
Dr. Parveen Syed,ENT Specialist,Syed Healthcare Clinic,"7, Sector Model, Surat",Surat,Gujarat,393586,"230, Enclave Shastri, Surat",Surat,Gujarat,392987
Dr. Paul Dias,Nephrologist,Dias Healthcare Clinic,"72, Nagar Rajiv, Jaipur",Jaipur,Rajasthan,309239,"82, Colony Shastri, Jaipur",Jaipur,Rajasthan,305342
Dr. Vikram Pandey,Urologist,Pandey Healthcare Clinic,"189, Layout Lake, Coimbatore",Coimbatore,Tamil Nadu,642137,"118, Lane Fort, Coimbatore",Coimbatore,Tamil Nadu,646770
Dr. Vikram Mishra,Oncologist,Mishra Healthcare Clinic,"220, Road Model, Kolkata",Kolkata,West Bengal,700940,"95, Lane Rajiv, Kolkata",Kolkata,West Bengal,708931
Dr. Pooja Chaturvedi,Neurologist,Chaturvedi Healthcare Clinic,"287, Colony Gandhi, Hyderabad",Hyderabad,Telangana,500264,"318, Layout Central, Hyderabad",Hyderabad,Telangana,502434
Dr. Shabana Dar,Neurologist,Dar Healthcare Clinic,"190, Sector Gandhi, Hyderabad",Hyderabad,Telangana,505007,"291, Bazaar Shastri, Hyderabad",Hyderabad,Telangana,509125
Dr. Aamir Chaudhary,Rheumatologist,Chaudhary Healthcare Clinic,"102, Sector Hill, Indore",Indore,Madhya Pradesh,457665,"276, Layout Green, Indore",Indore,Madhya Pradesh,458172
Dr. Parminder Chahal,Cardiologist,Chahal Healthcare Clinic,"225, Colony Green, Mumbai",Mumbai,Maharashtra,404971,"205, Bazaar Fort, Mumbai",Mumbai,Maharashtra,406181
Dr. Teresa Pereira,Psychiatrist,Pereira Healthcare Clinic,"3, Road Model, Surat",Surat,Gujarat,398487,"210, Colony Central, Surat",Surat,Gujarat,390268
Dr. John Lobo,Gastroenterologist,Lobo Healthcare Clinic,"172, Bazaar Shastri, Hyderabad",Hyderabad,Telangana,509353,"245, Colony Fort, Hyderabad",Hyderabad,Telangana,506231
Dr. Joseph Carvalho,Neurologist,Carvalho Healthcare Clinic,"230, Colony Lake, Indore",Indore,Madhya Pradesh,454014,"324, Road Fort, Indore",Indore,Madhya Pradesh,458852
Dr. Joseph Menezes,Dermatologist,Menezes Healthcare Clinic,"240, Colony Model, Jaipur",Jaipur,Rajasthan,303947,"130, Road Fort, Jaipur",Jaipur,Rajasthan,306818
Dr. Gurpreet Singh,Urologist,Singh Healthcare Clinic,"153, Bazaar Gandhi, Chennai",Chennai,Tamil Nadu,608959,"25, Bazaar Hill, Chennai",Chennai,Tamil Nadu,606485
Dr. Shankar Balakrishnan,Endocrinologist,Balakrishnan Healthcare Clinic,"268, Lane Garden, Kochi",Kochi,Kerala,682775,"140, Road Garden, Kochi",Kochi,Kerala,684174
Dr. Pooja Tiwari,Urologist,Tiwari Healthcare Clinic,"267, Bazaar Garden, Bengaluru",Bengaluru,Karnataka,565308,"214, Nagar Model, Bengaluru",Bengaluru,Karnataka,564910
Dr. Aamir Beg,Plastic Surgeon,Beg Healthcare Clinic,"121, Nagar Hill, Pune",Pune,Maharashtra,414056,"279, Sector Gandhi, Pune",Pune,Maharashtra,416472
Dr. Francis Dias,Pulmonologist,Dias Healthcare Clinic,"300, Nagar Shastri, Surat",Surat,Gujarat,393333,"253, Lane Garden, Surat",Surat,Gujarat,394058
Dr. Rebecca Fernandes,Orthopedic Surgeon,Fernandes Healthcare Clinic,"82, Sector Gandhi, Hyderabad",Hyderabad,Telangana,506316,"111, Nagar Hill, Hyderabad",Hyderabad,Telangana,506013
Dr. Arvind Iyer,Neurologist,Iyer Healthcare Clinic,"297, Nagar Central, Pune",Pune,Maharashtra,412488,"111, Nagar Model, Pune",Pune,Maharashtra,413970
Dr. Simran Kaur,Oncologist,Kaur Healthcare Clinic,"284, Colony Gandhi, Delhi",Delhi,Delhi,112751,"249, Sector Shastri, Delhi",Delhi,Delhi,114004
Dr. Naveen Tiwari,Rheumatologist,Tiwari Healthcare Clinic,"96, Sector Gandhi, Coimbatore",Coimbatore,Tamil Nadu,642997,"319, Enclave Garden, Coimbatore",Coimbatore,Tamil Nadu,640297
Dr. Sneha Subramanian,Pulmonologist,Subramanian Healthcare Clinic,"205, Sector Rajiv, Indore",Indore,Madhya Pradesh,450093,"354, Nagar Garden, Indore",Indore,Madhya Pradesh,451297
Dr. Navjot Brar,General Physician,Brar Healthcare Clinic,"151, Road Hill, Hyderabad",Hyderabad,Telangana,503906,"132, Layout Hill, Hyderabad",Hyderabad,Telangana,507880
Dr. Anjali Mishra,ENT Specialist,Mishra Healthcare Clinic,"253, Road Fort, Lucknow",Lucknow,Uttar Pradesh,221888,"59, Lane Rajiv, Lucknow",Lucknow,Uttar Pradesh,229051
Dr. Harpreet Gill,Pulmonologist,Gill Healthcare Clinic,"273, Colony Rajiv, Kolkata",Kolkata,West Bengal,704169,"28, Sector Garden, Kolkata",Kolkata,West Bengal,703889
Dr. Peter Pereira,General Physician,Pereira Healthcare Clinic,"291, Nagar Shastri, Lucknow",Lucknow,Uttar Pradesh,223357,"86, Nagar Fort, Lucknow",Lucknow,Uttar Pradesh,220206
Dr. Anjali Tiwari,General Physician,Tiwari Healthcare Clinic,"136, Nagar Hill, Hyderabad",Hyderabad,Telangana,503824,"72, Enclave Shastri, Hyderabad",Hyderabad,Telangana,507387
Dr. Manjit Brar,Neurologist,Brar Healthcare Clinic,"84, Nagar Model, Mumbai",Mumbai,Maharashtra,401830,"51, Bazaar Lake, Mumbai",Mumbai,Maharashtra,409240
Dr. Nadeem Ansari,Nephrologist,Ansari Healthcare Clinic,"86, Bazaar Lake, Ahmedabad",Ahmedabad,Gujarat,380435,"52, Nagar Fort, Ahmedabad",Ahmedabad,Gujarat,387306
Dr. Mary D’Souza,Rheumatologist,D’Souza Healthcare Clinic,"275, Bazaar Shastri, Chandigarh",Chandigarh,Chandigarh,169794,"4, Colony Central, Chandigarh",Chandigarh,Chandigarh,161570
Dr. Shabana Beg,Endocrinologist,Beg Healthcare Clinic,"87, Bazaar Lake, Jaipur",Jaipur,Rajasthan,303831,"400, Sector Shastri, Jaipur",Jaipur,Rajasthan,302803
Dr. Meena Tiwari,Oncologist,Tiwari Healthcare Clinic,"248, Enclave Model, Bengaluru",Bengaluru,Karnataka,560379,"145, Sector Central, Bengaluru",Bengaluru,Karnataka,563233
Dr. Meena Dwivedi,Dentist,Dwivedi Healthcare Clinic,"32, Enclave Rajiv, Bengaluru",Bengaluru,Karnataka,567329,"166, Enclave Rajiv, Bengaluru",Bengaluru,Karnataka,568644
Dr. Khalid Mirza,Gynecologist,Mirza Healthcare Clinic,"212, Lane Lake, Lucknow",Lucknow,Uttar Pradesh,221020,"120, Lane Hill, Lucknow",Lucknow,Uttar Pradesh,224104
Dr. Parminder Chahal,Pulmonologist,Chahal Healthcare Clinic,"4, Layout Rajiv, Mumbai",Mumbai,Maharashtra,407364,"202, Road Green, Mumbai",Mumbai,Maharashtra,400660
Dr. Khalid Qureshi,ENT Specialist,Qureshi Healthcare Clinic,"4, Nagar Lake, Indore",Indore,Madhya Pradesh,452677,"227, Colony Lake, Indore",Indore,Madhya Pradesh,459747
Dr. Simran Gill,Plastic Surgeon,Gill Healthcare Clinic,"290, Sector Gandhi, Hyderabad",Hyderabad,Telangana,508964,"465, Layout Shastri, Hyderabad",Hyderabad,Telangana,500178
Dr. Farah Shaikh,Gynecologist,Shaikh Healthcare Clinic,"99, Road Rajiv, Bengaluru",Bengaluru,Karnataka,566998,"459, Layout Fort, Bengaluru",Bengaluru,Karnataka,568751
Dr. Amit Tiwari,Physiotherapist,Tiwari Healthcare Clinic,"187, Sector Shastri, Mumbai",Mumbai,Maharashtra,404961,"22, Bazaar Central, Mumbai",Mumbai,Maharashtra,401052
Dr. Divya Joshi,Pulmonologist,Joshi Healthcare Clinic,"46, Lane Rajiv, Bengaluru",Bengaluru,Karnataka,566436,"140, Enclave Lake, Bengaluru",Bengaluru,Karnataka,569285
Dr. Baljit Pannu,Endocrinologist,Pannu Healthcare Clinic,"46, Colony Green, Ahmedabad",Ahmedabad,Gujarat,380917,"230, Sector Green, Ahmedabad",Ahmedabad,Gujarat,384878
Dr. Mary Carvalho,Plastic Surgeon,Carvalho Healthcare Clinic,"62, Sector Gandhi, Kochi",Kochi,Kerala,681635,"386, Road Central, Kochi",Kochi,Kerala,686666
Dr. Navjot Bajwa,Ophthalmologist,Bajwa Healthcare Clinic,"37, Enclave Shastri, Surat",Surat,Gujarat,394390,"290, Bazaar Rajiv, Surat",Surat,Gujarat,391579
Dr. Harpreet Chahal,Neurologist,Chahal Healthcare Clinic,"231, Bazaar Green, Chennai",Chennai,Tamil Nadu,605424,"39, Lane Lake, Chennai",Chennai,Tamil Nadu,600657
Dr. Kavita Reddy,Plastic Surgeon,Reddy Healthcare Clinic,"129, Enclave Model, Delhi",Delhi,Delhi,115002,"232, Colony Lake, Delhi",Delhi,Delhi,117543
Dr. Ramesh Reddy,Neurologist,Reddy Healthcare Clinic,"181, Colony Hill, Mumbai",Mumbai,Maharashtra,404387,"269, Lane Model, Mumbai",Mumbai,Maharashtra,405910
Dr. Mathew Gomes,Ophthalmologist,Gomes Healthcare Clinic,"98, Layout Central, Hyderabad",Hyderabad,Telangana,507743,"457, Sector Shastri, Hyderabad",Hyderabad,Telangana,504176
Dr. Meena Agarwal,Gastroenterologist,Agarwal Healthcare Clinic,"206, Bazaar Model, Kochi",Kochi,Kerala,689935,"410, Road Fort, Kochi",Kochi,Kerala,684688
Dr. Teresa Dias,Neurologist,Dias Healthcare Clinic,"128, Layout Central, Chandigarh",Chandigarh,Chandigarh,166437,"408, Enclave Shastri, Chandigarh",Chandigarh,Chandigarh,163928
Dr. Mary Pereira,Plastic Surgeon,Pereira Healthcare Clinic,"233, Bazaar Shastri, Surat",Surat,Gujarat,392548,"243, Layout Central, Surat",Surat,Gujarat,393698
Dr. Lakshmi Iyer,Endocrinologist,Iyer Healthcare Clinic,"29, Nagar Fort, Hyderabad",Hyderabad,Telangana,506948,"100, Layout Green, Hyderabad",Hyderabad,Telangana,500968
Dr. Vikram Saxena,Orthopedic Surgeon,Saxena Healthcare Clinic,"204, Layout Green, Bhopal",Bhopal,Madhya Pradesh,465625,"91, Bazaar Model, Bhopal",Bhopal,Madhya Pradesh,466572
Dr. Shankar Balakrishnan,Rheumatologist,Balakrishnan Healthcare Clinic,"112, Layout Central, Hyderabad",Hyderabad,Telangana,507526,"17, Road Green, Hyderabad",Hyderabad,Telangana,504363
Dr. Yusuf Shaikh,Oncologist,Shaikh Healthcare Clinic,"139, Road Shastri, Ahmedabad",Ahmedabad,Gujarat,381377,"40, Nagar Lake, Ahmedabad",Ahmedabad,Gujarat,385562
Dr. Parveen Pathan,Oncologist,Pathan Healthcare Clinic,"245, Road Shastri, Indore",Indore,Madhya Pradesh,451327,"324, Road Shastri, Indore",Indore,Madhya Pradesh,454919
Dr. Simran Pannu,Pediatrician,Pannu Healthcare Clinic,"39, Colony Garden, Bhopal",Bhopal,Madhya Pradesh,461822,"63, Bazaar Green, Bhopal",Bhopal,Madhya Pradesh,468046
Dr. Joseph Dias,Endocrinologist,Dias Healthcare Clinic,"92, Lane Shastri, Lucknow",Lucknow,Uttar Pradesh,224148,"226, Layout Central, Lucknow",Lucknow,Uttar Pradesh,223512
Dr. Christopher Pereira,Pulmonologist,Pereira Healthcare Clinic,"292, Nagar Central, Bhopal",Bhopal,Madhya Pradesh,463929,"438, Sector Rajiv, Bhopal",Bhopal,Madhya Pradesh,467613
Dr. Farah Pathan,Urologist,Pathan Healthcare Clinic,"271, Layout Green, Bengaluru",Bengaluru,Karnataka,567866,"453, Colony Model, Bengaluru",Bengaluru,Karnataka,560798
Dr. Sana Beg,Gynecologist,Beg Healthcare Clinic,"167, Layout Gandhi, Jaipur",Jaipur,Rajasthan,300421,"371, Nagar Shastri, Jaipur",Jaipur,Rajasthan,304112
Dr. Amrit Sandhu,Pulmonologist,Sandhu Healthcare Clinic,"87, Road Model, Patna",Patna,Bihar,800777,"419, Nagar Green, Patna",Patna,Bihar,806811
Dr. Rakesh Tripathi,Gastroenterologist,Tripathi Healthcare Clinic,"59, Sector Fort, Patna",Patna,Bihar,809747,"321, Bazaar Model, Patna",Patna,Bihar,807305
Dr. Parveen Shaikh,Neurologist,Shaikh Healthcare Clinic,"266, Lane Garden, Bengaluru",Bengaluru,Karnataka,560605,"198, Enclave Rajiv, Bengaluru",Bengaluru,Karnataka,566958
Dr. Vikram Chaturvedi,Orthopedic Surgeon,Chaturvedi Healthcare Clinic,"298, Sector Gandhi, Bhopal",Bhopal,Madhya Pradesh,461760,"462, Colony Central, Bhopal",Bhopal,Madhya Pradesh,460036
Dr. Prakash Nair,Rheumatologist,Nair Healthcare Clinic,"1, Road Rajiv, Mumbai",Mumbai,Maharashtra,403067,"467, Lane Shastri, Mumbai",Mumbai,Maharashtra,409140
Dr. Rebecca Rodrigues,Nephrologist,Rodrigues Healthcare Clinic,"69, Nagar Shastri, Pune",Pune,Maharashtra,410984,"284, Bazaar Gandhi, Pune",Pune,Maharashtra,414329
Dr. Rebecca Dias,Neurologist,Dias Healthcare Clinic,"19, Lane Garden, Bhopal",Bhopal,Madhya Pradesh,466472,"391, Bazaar Garden, Bhopal",Bhopal,Madhya Pradesh,469904
Dr. Baljit Sidhu,Gynecologist,Sidhu Healthcare Clinic,"32, Nagar Green, Mumbai",Mumbai,Maharashtra,401388,"143, Road Shastri, Mumbai",Mumbai,Maharashtra,404217
Dr. Harpreet Bajwa,Psychiatrist,Bajwa Healthcare Clinic,"87, Layout Hill, Coimbatore",Coimbatore,Tamil Nadu,646932,"35, Enclave Garden, Coimbatore",Coimbatore,Tamil Nadu,646032
Dr. Shankar Pillai,Physiotherapist,Pillai Healthcare Clinic,"234, Enclave Lake, Jaipur",Jaipur,Rajasthan,307156,"110, Lane Garden, Jaipur",Jaipur,Rajasthan,308254
Dr. Meena Reddy,Cardiologist,Reddy Healthcare Clinic,"161, Lane Lake, Indore",Indore,Madhya Pradesh,459417,"241, Layout Fort, Indore",Indore,Madhya Pradesh,457267
Dr. Harpreet Bajwa,Oncologist,Bajwa Healthcare Clinic,"21, Enclave Garden, Chennai",Chennai,Tamil Nadu,603578,"310, Road Hill, Chennai",Chennai,Tamil Nadu,601693
Dr. Aamir Pathan,Psychiatrist,Pathan Healthcare Clinic,"122, Enclave Fort, Mumbai",Mumbai,Maharashtra,400416,"448, Colony Hill, Mumbai",Mumbai,Maharashtra,405825
Dr. Paul Almeida,Endocrinologist,Almeida Healthcare Clinic,"8, Bazaar Model, Surat",Surat,Gujarat,395852,"158, Lane Fort, Surat",Surat,Gujarat,390280
Dr. Jaspreet Kaur,Gynecologist,Kaur Healthcare Clinic,"30, Nagar Hill, Bengaluru",Bengaluru,Karnataka,564767,"67, Bazaar Shastri, Bengaluru",Bengaluru,Karnataka,562240
Dr. Amrit Sidhu,Pediatrician,Sidhu Healthcare Clinic,"12, Colony Green, Kochi",Kochi,Kerala,685656,"299, Road Rajiv, Kochi",Kochi,Kerala,688220
Dr. Parveen Qureshi,ENT Specialist,Qureshi Healthcare Clinic,"192, Layout Central, Patna",Patna,Bihar,802580,"411, Road Model, Patna",Patna,Bihar,807710
Dr. Rajinder Brar,Dermatologist,Brar Healthcare Clinic,"214, Enclave Central, Chandigarh",Chandigarh,Chandigarh,167516,"459, Layout Lake, Chandigarh",Chandigarh,Chandigarh,164128
Dr. John Gomes,ENT Specialist,Gomes Healthcare Clinic,"88, Colony Central, Bengaluru",Bengaluru,Karnataka,569024,"425, Road Fort, Bengaluru",Bengaluru,Karnataka,567503
Dr. Peter D’Souza,Pulmonologist,D’Souza Healthcare Clinic,"87, Colony Lake, Indore",Indore,Madhya Pradesh,459649,"385, Colony Garden, Indore",Indore,Madhya Pradesh,454485
Dr. Paul Lobo,Gynecologist,Lobo Healthcare Clinic,"204, Lane Green, Ahmedabad",Ahmedabad,Gujarat,389581,"487, Sector Shastri, Ahmedabad",Ahmedabad,Gujarat,380986
Dr. Shankar Pillai,Dentist,Pillai Healthcare Clinic,"225, Sector Rajiv, Mumbai",Mumbai,Maharashtra,409179,"135, Nagar Central, Mumbai",Mumbai,Maharashtra,409344
Dr. Sunita Joshi,Neurologist,Joshi Healthcare Clinic,"289, Enclave Lake, Surat",Surat,Gujarat,395245,"114, Enclave Gandhi, Surat",Surat,Gujarat,393304
Dr. Mathew Rodrigues,Psychiatrist,Rodrigues Healthcare Clinic,"83, Road Fort, Indore",Indore,Madhya Pradesh,451152,"160, Colony Fort, Indore",Indore,Madhya Pradesh,452745
Dr. Vikram Sharma,Nephrologist,Sharma Healthcare Clinic,"73, Sector Fort, Bhopal",Bhopal,Madhya Pradesh,464031,"105, Road Fort, Bhopal",Bhopal,Madhya Pradesh,461248
Dr. Naveen Tiwari,Pulmonologist,Tiwari Healthcare Clinic,"254, Layout Lake, Kochi",Kochi,Kerala,682358,"267, Colony Fort, Kochi",Kochi,Kerala,685723
Dr. Francis Carvalho,Nephrologist,Carvalho Healthcare Clinic,"147, Nagar Garden, Mumbai",Mumbai,Maharashtra,401080,"247, Nagar Fort, Mumbai",Mumbai,Maharashtra,400790
Dr. Prakash Reddy,Dermatologist,Reddy Healthcare Clinic,"192, Road Green, Kochi",Kochi,Kerala,681422,"271, Road Model, Kochi",Kochi,Kerala,686875
Dr. Harpreet Gill,Cardiologist,Gill Healthcare Clinic,"45, Layout Lake, Ahmedabad",Ahmedabad,Gujarat,389065,"277, Sector Shastri, Ahmedabad",Ahmedabad,Gujarat,381094
Dr. Meena Agarwal,Rheumatologist,Agarwal Healthcare Clinic,"212, Lane Lake, Coimbatore",Coimbatore,Tamil Nadu,647598,"233, Layout Fort, Coimbatore",Coimbatore,Tamil Nadu,645604
Dr. Navjot Sidhu,Urologist,Sidhu Healthcare Clinic,"153, Enclave Garden, Bhopal",Bhopal,Madhya Pradesh,460953,"107, Road Hill, Bhopal",Bhopal,Madhya Pradesh,461815
Dr. John Dias,General Physician,Dias Healthcare Clinic,"57, Nagar Rajiv, Bhopal",Bhopal,Madhya Pradesh,462289,"196, Layout Garden, Bhopal",Bhopal,Madhya Pradesh,465163
Dr. Shabana Qureshi,Dermatologist,Qureshi Healthcare Clinic,"99, Layout Model, Kolkata",Kolkata,West Bengal,701347,"106, Enclave Gandhi, Kolkata",Kolkata,West Bengal,705100
Dr. John Lobo,Cardiologist,Lobo Healthcare Clinic,"12, Colony Fort, Chandigarh",Chandigarh,Chandigarh,164102,"9, Bazaar Shastri, Chandigarh",Chandigarh,Chandigarh,166923
Dr. Rakesh Chaturvedi,Oncologist,Chaturvedi Healthcare Clinic,"164, Nagar Green, Chennai",Chennai,Tamil Nadu,605008,"418, Lane Fort, Chennai",Chennai,Tamil Nadu,602575
Dr. Rakesh Joshi,Plastic Surgeon,Joshi Healthcare Clinic,"131, Colony Lake, Pune",Pune,Maharashtra,419484,"233, Layout Rajiv, Pune",Pune,Maharashtra,412855
Dr. Teresa Fernandes,Rheumatologist,Fernandes Healthcare Clinic,"245, Colony Central, Indore",Indore,Madhya Pradesh,452748,"342, Sector Shastri, Indore",Indore,Madhya Pradesh,453750
Dr. Khalid Dar,General Physician,Dar Healthcare Clinic,"237, Nagar Shastri, Chandigarh",Chandigarh,Chandigarh,166131,"280, Colony Hill, Chandigarh",Chandigarh,Chandigarh,164333
Dr. Rebecca Almeida,Orthopedic Surgeon,Almeida Healthcare Clinic,"184, Nagar Fort, Lucknow",Lucknow,Uttar Pradesh,225469,"320, Nagar Garden, Lucknow",Lucknow,Uttar Pradesh,224526
Dr. Arshad Pathan,Oncologist,Pathan Healthcare Clinic,"129, Enclave Shastri, Surat",Surat,Gujarat,393903,"423, Sector Rajiv, Surat",Surat,Gujarat,394224
Dr. Anjali Saxena,Oncologist,Saxena Healthcare Clinic,"270, Bazaar Lake, Kolkata",Kolkata,West Bengal,708820,"188, Enclave Green, Kolkata",Kolkata,West Bengal,708088
Dr. Amit Dwivedi,Gastroenterologist,Dwivedi Healthcare Clinic,"250, Enclave Rajiv, Coimbatore",Coimbatore,Tamil Nadu,642046,"458, Road Fort, Coimbatore",Coimbatore,Tamil Nadu,647396
Dr. Meena Agarwal,Rheumatologist,Agarwal Healthcare Clinic,"74, Enclave Rajiv, Coimbatore",Coimbatore,Tamil Nadu,642100,"465, Sector Rajiv, Coimbatore",Coimbatore,Tamil Nadu,645072
Dr. Divya Chaturvedi,Dermatologist,Chaturvedi Healthcare Clinic,"124, Road Fort, Coimbatore",Coimbatore,Tamil Nadu,640702,"345, Layout Gandhi, Coimbatore",Coimbatore,Tamil Nadu,646776
Dr. Pooja Joshi,Cardiologist,Joshi Healthcare Clinic,"66, Nagar Fort, Coimbatore",Coimbatore,Tamil Nadu,644394,"180, Lane Central, Coimbatore",Coimbatore,Tamil Nadu,642907
Dr. Jaspreet Sidhu,Gynecologist,Sidhu Healthcare Clinic,"104, Colony Hill, Kochi",Kochi,Kerala,686547,"251, Enclave Gandhi, Kochi",Kochi,Kerala,685817
Dr. Rakesh Tripathi,Nephrologist,Tripathi Healthcare Clinic,"36, Enclave Central, Kochi",Kochi,Kerala,687669,"57, Enclave Central, Kochi",Kochi,Kerala,686813
Dr. Gurpreet Dhillon,Rheumatologist,Dhillon Healthcare Clinic,"23, Layout Fort, Lucknow",Lucknow,Uttar Pradesh,223915,"199, Road Fort, Lucknow",Lucknow,Uttar Pradesh,220231
Dr. Parveen Mirza,ENT Specialist,Mirza Healthcare Clinic,"212, Nagar Gandhi, Chennai",Chennai,Tamil Nadu,603589,"107, Enclave Fort, Chennai",Chennai,Tamil Nadu,603078
Dr. Kavita Naidu,Urologist,Naidu Healthcare Clinic,"262, Colony Central, Bengaluru",Bengaluru,Karnataka,566470,"311, Bazaar Gandhi, Bengaluru",Bengaluru,Karnataka,569723
Dr. Sneha Menon,Rheumatologist,Menon Healthcare Clinic,"160, Bazaar Garden, Chandigarh",Chandigarh,Chandigarh,167964,"284, Road Hill, Chandigarh",Chandigarh,Chandigarh,167892
Dr. Rebecca Almeida,Rheumatologist,Almeida Healthcare Clinic,"44, Bazaar Model, Ahmedabad",Ahmedabad,Gujarat,380957,"178, Colony Lake, Ahmedabad",Ahmedabad,Gujarat,380834
Dr. Shabana Syed,Gastroenterologist,Syed Healthcare Clinic,"93, Enclave Garden, Hyderabad",Hyderabad,Telangana,501287,"217, Road Shastri, Hyderabad",Hyderabad,Telangana,503851
Dr. Amit Saxena,Pulmonologist,Saxena Healthcare Clinic,"208, Sector Gandhi, Lucknow",Lucknow,Uttar Pradesh,227993,"200, Layout Gandhi, Lucknow",Lucknow,Uttar Pradesh,229927
Dr. Meena Dwivedi,Rheumatologist,Dwivedi Healthcare Clinic,"239, Sector Hill, Pune",Pune,Maharashtra,415944,"342, Enclave Model, Pune",Pune,Maharashtra,416362
